ClaimSubmitted,DateOfIncident,Damages,District,Province,ClaimDetails,ClaimantsAssessment,AgreedPayment,DateClosed,Status
24 June 2010,15 May 2010,Crop Damage,Sangin,Helmand,7 Kharawa's of wheat blown away,,"2,100.00",03 September 2010,S
24 June 2010,29/30 May 2010,Crop Damage,Nad-e-Ali,Helmand,Destruction of wall & trees ,,,23 July 2010,D
24 June 2010,24May 2010 Approx,Crop Damage,Nad-e-Ali,Helmand,Burnt harvest wheat,,900.00,03 July 2010,S
26 June 2010,20 Days Ago,Property Damage,Nahr-e-Saraj,Helmand,Property damaged by IASF to construct Road,,"1,630.00",10 July 2010,S
26 June 2010,22 September 2010,Property Damage,Nad-e-Ali,Helmand,"Damage to compound, crops and death of 1 cow",,"1,390.00",13 October 2010,S
26 June 2010,10 October 2009,Property Damage,Nad-e-Ali,Helmand,Damage to compound he know lives in Gereskh,,875.00,31 July 2010,S
26 June 2010,13 February 2008,Property Damage,Sangin,Helmand,"Destroyed 2 shops and contents plus 2 motorcycles, spare parts, engines, tyres, oil, tools and work bench","7,000.00",500.00,04 September 2010,S
26 June 2010,31 May 2010,Crop Damage,Sangin,Helmand,8 Kahwar of harvested wheat,,"2,400.00",03 September 2010,S
28 June 2010,20 June 2010,Property Damage,Nad-e-Ali,Helmand,35 trees cut down,,"1,050.00",03 July 2010,S
28 June 2010,28 May 2010,Property Damage,Nad-e-Ali,Helmand,Damage to compound,,,20 July 2010,D
28 June 2010,,Property Damage,Nahr-e-Saraj,Helmand,,,,03 October 2010,D
28 June 2010,Aug 09 approx,Property Damage,Nad-e-Ali,Helmand,Damage to tent and death of 1 cow,,200.00,24 July 2010,S
28 June 2010,21 Jun approx,Crop Damage,Nad-e-Ali,Helmand,Damage to field,,"1,400.00",03 July 2010,S
28 June 2010,April Approx,Property Damage,Nahr-e-Saraj,Helmand,8 rooms destroyed and 1 cow and 1 calf killed,,,21 July 2010,D
28 June 2010,24 June 2010,Property Damage,Lashkar Gah,Helmand,Mobile phone missing.,,120.00,03 July 2010,S
29 June 2010,1 month ago,Crop Damage,Nad-e-Ali,Helmand,Flare Destroyd 1/2 Jarib of Wheat,,150.00,03 July 2010,S
30 June 2010,2 .5 MONTHS AGO,Property Damage,Nad-e-Ali,Helmand,Compound Destroyed - 9 Rooms ,,,26 July 2010,D
30 June 2010,2 Months ago,Property Damage,Nad-e-Ali,Helmand,Compound Destroyed,,"1,200.00",07 August 2010,S
30 June 2010,4 months ago,Property Damage,Nad-e-Ali,Helmand,Damage to Water Pump,,,02 July 2010,D
30 June 2010,,Crop Damage,,,Cannot grow crops in his 30 Jareb field,,,03 October 2010,D
30 June 2010,Last 6 months,Property Damage,Sangin,Helmand,Trees cut down  to improve ARCS,,"2,500.00",07 August 2010,S
30 June 2010,18 May 2010,Property Damage,Nahr-e-Saraj,Helmand,10 Jerubs of wheat burnt,,"1,500.00",14 August 2010,S
01 July 2010,2 .5 months ago,Wounding ,Nahr-e-Saraj,Helmand,Claimant shot and wounded,,850.00,21 August 2010,S
01 July 2010,2 Months ago,Property Damage,Nad-e-Ali,Helmand,1 Jerab of wheat destroyed to provide hesco wall,,275.00,21 August 2010,S
01 July 2010,Aug 09 approx,Crop Damage,Nahr-e-Saraj,Helmand,Crops destroyed,,"2,750.00",24 July 2010,S
01 July 2010,20 June 2010,Property Damage,Sangin,Helmand,Explosion damaged compound,"2,080.00","1,730.00",24 July 2010,S
01 July 2010,01 July 2010,RTA,Kabul,Kabul,Damage to rear of private (Local National) Vehicle,,200.00,06 July 2010,S
02 July 2010,01 July 2010,Crop Damage,Sangin,Helmand,Crops Burnt,,750.00,07 August 2010,S
05 July 2010,1 month ago,Crop Damage,Nad-e-Ali,Helmand,12 Jarabs of wheat was burnt,"5,000.00","1,050.00",21 August 2010,S
05 July 2010,1 month ago,Property Damage,Nad-e-Ali,Helmand,Damage to Mill,,,13 August 2010,D
05 July 2010,16/12/10 approx,Wounding ,Nad-e-Ali,Helmand,Wounding in cross fire,,"1,225.00",21 September 2010,S
05 July 2010,23 June 2010,Crop Damage,Nad-e-Ali,Helmand,Damage to field,,105.00,17 July 2010,S
05 July 2010,19 May 2010,Wounding ,Nahr-e-Saraj,Helmand,Wounding in cross fire,,"1,025.00",24 July 2010,S
05 July 2010,28 June 2010,Property Damage,Nad-e-Ali,Helmand,Destroyed tent and wheat,,633.00,24 July 2010,S
05 July 2010,4 months ago,Property Damage,Nad-e-Ali,Helmand,Damage to compound,,,26 July 2010,D
05 July 2010,two weeks ago,Property Damage,Lashkar Gah,Helmand,Damage to property,,,08 August 2010,Misc. Closed
05 July 2010,16/12/10 approx,Wounding ,Nad-e-Ali,Helmand,Wounding in cross fire,,865.00,09 October 2010,S
06 July 2010,20 Days Ago,Crop Damage,Nad-e-Ali,Helmand,Wheat & Trees caught fire,,"2,550.00",14 August 2010,S
06 July 2010,03 June 2010,Crop Damage,Nahr-e-Saraj,Helmand,Flare damage to wheat,,"1,500.00",24 July 2010,S
06 July 2010,35 days ago,Crop Damage,Nad-e-Ali,Helmand,Flare damage to crops,,,13 August 2010,D
06 July 2010,04 July 2010,Property Damage,Nad-e-Ali,Helmand,Cow hit by Mastiff,,450.00,24 July 2010,S
07 July 2010,10 days ago,Property Damage,Nad-e-Ali,Helmand,Engineers destroyed building during build of CP ,,800.00,24 July 2010,S
07 July 2010,06 July 2010,Crop Damage,Nad-e-Ali,Helmand,Told not to grow crops,,"1,800.00",31 July 2010,S
07 July 2010,approx 1 year ago,Property Damage,Nad-e-Ali,Helmand,Compound destroyed,,,25 July 2010,D
07 July 2010,08 June 2010,Property Damage,Nad-e-Ali,Helmand,Damage to property during new road build,,"3,860.00",24 July 2010,S
07 July 2010,29 June 2010,Property Damage,Nad-e-Ali,Helmand,Corn and trees destroyed,,,22 July 2010,D
08 July 2010,07 July 2010,Property Damage,FCO - LKG,Helmand,Mobile phone missing.,,85.00,24 July 2010,S
08 July 2010,22 Days ago,Crop Damage,Nahr-e-Saraj,Helmand,Damage to wheat,,375.00,,W
12 July 2010,1 month ago,Property Damage,Nahr-e-Saraj,Helmand,2 Rooms + contents dstroyed by mortars,,,30 July 2010,D
12 July 2010,12 July 2010,Crop Damage,Nahr-e-Saraj,Helmand,6 Jerabs corn cut down at CP. Allowed to grow low crops.,,720.00,17 July 2010,S
12 July 2010,More than 6 months ago,Property Damage,Nad-e-Ali,Helmand,Mortars destroyed 5 rooms.,,,26 July 2010,D
13 July 2010,1 month ago,Property Damage,Nad-e-Ali,Helmand,Mortars destroyed/damaged 7 rooms.,,,05 August 2010,D
13 July 2010,2 Months ago,Property Damage,Nad-e-Ali,Helmand,Mortars destroyed/damaged 12 rooms.,,,05 August 2010,D
13 July 2010,4 months ago,Property Damage,Nad-e-Ali,Helmand,Mortars destroyed/damaged 4 rooms.,,,05 August 2010,D
13 July 2010,6 Days ago,Property Damage,Nad-e-Ali,Helmand,Trees cut down  to improve ARCS and to build road.,,600.00,31 July 2010,S
13 July 2010,1.5 Months ago,Property Damage,Nahr-e-Saraj,Helmand,6 Rooms destroyed during fighting.,,,21 July 2010,D
13 July 2010,1 month ago,Property Damage,Nad-e-Ali,Helmand,Mortars destroyed/damaged 4 rooms.,,,05 August 2010,D
13 July 2010,10 Months ago,Property Damage,Nad-e-Ali,Helmand,ISAF attacked INS in compound using AH & mortars. ,,"1,400.00",21 August 2010,S
13 July 2010,1 month ago,Property Damage,Nad-e-Ali,Helmand,Mortars destroyed/damaged 9 rooms.,,,05 August 2010,D
13 July 2010,7 Days ago,Property Damage,Nahr-e-Saraj,Helmand,Damaged wheat mill and destroyed wheat,,,05 August 2010,D
13 July 2010,13 July 2010,Property Damage,Lashkar Gah,Helmand,2 shops gutted by flare fire,,,28 July 2010,D
14 July 2010,25 days ago,Crop Damage,Nad-e-Ali,Helmand,4500 Kg of stored cotton burnt,,"5,000.00",17 July 2010,S
14 July 2010,13 July 2010,Property Damage,Lashkar Gah,Helmand,Car damaged by military patrol vehicle,,,,Dormant
14 July 2010,29 June 2010,Crop Damage,Nad-e-Ali,Helmand,Helo damaged 12 large vines,"1,000.00",720.00,24 July 2010,S
14 July 2010,10 July 2010,Property Damage,Lashkar Gah,Helmand,Helo damaged wall and 2 rooms,,,08 August 2010,Misc. Closed
15 July 2010,2 Weeks ago,Property Damage,Nad-e-Ali,Helmand,Patrol Vehicle drove into compound wall,,200.00,17 July 2010,S
16 July 2010,12 July 2010,Property Damage,Sangin,Helmand,Electricity transformer has been broken,"6,000.00","6,000.00",17 July 2010,S
17 July 2010,26 September 2008,Fatality,Sangin,Helmand,Son killed by air strike,,,29 October 2010,D
17 July 2010,approx. 5 - 7 August 2009,Property Damage,Sangin,Helmand,Authorised weapons removed,"1,768.00","1,768.00",,W
17 July 2010,30 December 2009,Property Damage,Sangin,Helmand,Damage to compound & adjacent field,"1,000.00",135.00,,W
17 July 2010,24 June 2010,Fatality,Sangin,Helmand,"Compound destroyed, Mother & sister killed.","3,165.00","5,800.00",26 October 2010,S
17 July 2010,21 February 2009,Property Damage,Sangin,Helmand,Compound destroyed,,,04 August 2010,D
17 July 2010,6 June 2010,Crop Damage,Sangin,Helmand,Harvested wheat burnt,,"1,500.00",03 September 2010,S
17 July 2010,31 May 2010,Crop Damage,Sangin,Helmand,Harvested wheat burnt,"1,000.00","1,200.00",,W
17 July 2010,20 May 2010,Property Damage,Sangin,Helmand,Compound destroyed to extend FOB,,"2,000.00",07 August 2010,S
17 July 2010,12 July 2010,Property Damage,Nahr-e-Saraj,Helmand,2 Rooms destroyed by fighting,,200.00,07 August 2010,S
17 July 2010,29/6 - 1/7/10,Crop Damage,Nahr-e-Saraj,Helmand,4 Jerabs damaged,"3,200.00","1,000.00",21 August 2010,S
17 July 2010,6 May 2010,Crop Damage,Nahr-e-Saraj,Helmand,4 Jerabs damaged,"4,000.00","1,500.00",14 August 2010,S
17 July 2010,12 July 2010,Crop Damage,Nahr-e-Saraj,Helmand,Illum fired into wheat field,,450.00,31 July 2010,S
17 July 2010,17 May 2010,Crop Damage,Nahr-e-Saraj,Helmand,TIC resulted in wheat field,,300.00,24 July 2010,S
17 July 2010,13 July 2010,Property Damage,Nahr-e-Saraj,Helmand,Shrapnel wounds during fighting,,"1,425.00",06 October 2010,S
17 July 2010,12 July 2010,Property Damage,Nahr-e-Saraj,Helmand,Cow killed in cross fire.,,,31 July 2010,D
18 July 2010,June - September 2009,Crop Damage,Nahr-e-Saraj,Helmand,Vehicle damage to crops,,,18 July 2010,S
18 July 2010, May 2010,Crop Damage,Nahr-e-Saraj,Helmand,Wheat fire during TIC,,,31 July 2010,D
18 July 2010,May 2010,Property Damage,Nahr-e-Saraj,Helmand,2 Rooms destroyed by fighting,,,31 July 2010,D
18 July 2010,18 May 2010,Crop Damage,Nahr-e-Saraj,Helmand,10 Jerabs of wheat burnt as a result of a TIC. ,,,31 July 2010,D
18 July 2010,18 June 2010,Property Damage,Nahr-e-Saraj,Helmand,40 Trees damaged,,0.00,31 July 2010,S
18 July 2010,5 July 2010,Property Damage,Nahr-e-Saraj,Helmand,Cow killed during fighting,,,18 July 2010,D
18 July 2010,07 July 2010,Property Damage,Sangin,Helmand,Windscreens & dynamo damaged,"2,000.00",,04 August 2010,D
18 July 2010,24 June 2010,Property Damage,Sangin,Helmand,Tractor & 3 water pumps damaged,"2,028.00","1,066.00",28 August 2010,S
18 July 2010,24 June 2010,Crop Damage,Sangin,Helmand,30 jerabs of wheat destroyed by helo flares. ,,"2,500.00",,W
18 July 2010,08 June 2010,Property Damage,Nahr-e-Saraj,Helmand,Bridge Damaged,509.00,509.00,,W
18 July 2010,30 June 2010,Property Damage,Nahr-e-Saraj,Helmand,"Compound damaged, animals killed & car damaged",,"1,893.00",,W
18 July 2010,02 July 2010,Wounding ,Nahr-e-Saraj,Helmand,Calf injury requiring hospital treatment,,"2,500.00",,W
18 July 2010,02 July 2010,Wounding ,Nahr-e-Saraj,Helmand,Torso injuries requiring hospital treatment,,"3,000.00",,W
18 July 2010,30 June 2010,Property Damage,Nahr-e-Saraj,Helmand,Damage to trees,,350.00,14 August 2010,S
18 July 2010,6 - 10 July 2010,Property Damage,Nahr-e-Saraj,Helmand,Trees removed for FP,,"4,300.00",07 August 2010,S
18 July 2010,June - September 2009,Property Damage,Nahr-e-Saraj,Helmand,Compound damaged in his absence. ,,,26 July 2010,D
19 July 2010,5 Weeks ago,Crop Damage,Nahr-e-Saraj,Helmand,Prohibition for growing tall crops,,720.00,24 July 2010,S
19 July 2010,6 Months Ago,Property Damage,Nad-e-Ali,Helmand,Compound destroyed,,,30 July 2010,D
19 July 2010,20 Days Ago,Property Damage,Nad-e-Ali,Helmand,220m of wall destroyed for arcs,,"1,820.00",07 August 2010,S
19 July 2010,1 Year Ago,Property Damage,Nad-e-Ali,Helmand,Compound damaged during refuge in Pakistan,,"2,200.00",25 September 2010,S
19 July 2010,1 month ago,Crop Damage,Nad-e-Ali,Helmand,50 Jerabs of wheat burnt,,,31 October 2010,D
19 July 2010,07 July 2010,RTA,Sangin,Helmand,LN taxi hit by Husky,,"5,838.00",04 September 2010,S
20 July 2010,1 Year Ago,Crop Damage,Nad-e-Ali,Helmand,12 Jerabs of wheat were burnt,3000.00,450.00,31 July 2010,S
20 July 2010,7 or 8 Days ago,Property Damage,Nahr-e-Saraj,Helmand,Cow & 5 Sheep killed,,488.00,07 August 2010,S
20 July 2010,6 Months Ago,Property Damage,Nahr-e-Saraj,Helmand,Soil removed from compound for TRIDENT 1 foundations,,500.00,14 August 2010,S
20 July 2010,20 Days Ago,Wounding ,Nad-e-Ali,Helmand,Discarded bomb/IED detonated by family inside compound,,,20 July 2010,D
20 July 2010,3 Months ago,Crop Damage,Nad-e-Ali,Helmand,Helo flares caused wheat fire.,,"1,620.00",07 August 2010,S
20 July 2010,24 June 2010,Property Damage,Nad-e-Ali,Helmand,Damage to compound during fighting,,,22 August 2010,D
20 July 2010,1.5 Months ago,Crop Damage,Nad-e-Ali,Helmand,Harvested wheat burnt,,875.00,14 August 2010,S
20 July 2010,3 Weeks ago,Property Damage,Nahr-e-Saraj,Helmand,Compound damaged in air strike,,,05 August 2010,D
20 July 2010,3 Weeks ago,Property Damage,Nahr-e-Saraj,Helmand,Compound damaged in air strike and by mortars,,,05 August 2010,D
20 July 2010,3.5 Years ago,Property Damage,Nahr-e-Saraj,Helmand,Compounds damaged in air strike and by mortars,,,26 July 2010,D
20 July 2010,3 Weeks ago,Property Damage,Nahr-e-Saraj,Helmand,Compound damaged in air & helo strikes,,,"Thursday, August 5, 2010",D
21 July 2010,20 July 2010,Crop Damage,Nahr-e-Saraj,Helmand,Not allowed to grow tall crops,,480.00,07 August 2010,S
21 July 2010,20 July 2010,Crop Damage,Nahr-e-Saraj,Helmand,Not allowed to grow tall crops,,"1,500.00",31 July 2010,S
21 July 2010,6 Weeks ago,Property Damage,Nad-e-Ali,Helmand,2 Rooms destroyed by fighting,800.00,,27 July 2010,D
21 July 2010,2 Years ago,Property Damage,Nad-e-Ali,Helmand,Vehicle damaged by mortar,,,21 July 2010,D
21 July 2010,10 days ago,Property Damage,Nahr-e-Saraj,Helmand,Agricultural land taken for TRIDENT 2,,"1,300.00",31 July 2010,S
21 July 2010,May 2010,Property Damage,Nad-e-Ali,Helmand,"12 Rooms destroyed during fighting, demolished as unsafe",,"2,880.00",24 July 2010,S
21 July 2010,27 June 2010,Crop Damage,Nahr-e-Saraj,Helmand,Agricultural land taken for TRIDENT 2,,600.00,,W
22 July 2010,6 Months Ago,Property Damage,Nad-e-Ali,Helmand,Part of compound destroyed,,"2,050.00",07 August 2010,S
22 July 2010,06 April 2010,Property Damage,Nahr-e-Saraj,Helmand,9 Fruit trees destroyed,,610.00,25 September 2010,S
22 July 2010,14 June 2010,Property Damage,Nahr-e-Saraj,Helmand,120 m of wall demolished,,"1,200.00",09 October 2010,S
22 July 2010,12 June 2010,Property Damage,Nahr-e-Saraj,Helmand,Compound damage,,0.00,22 July 2010,S
22 July 2010,12 June 2010,Property Damage,Nahr-e-Saraj,Helmand,Livestock killed in compound,,405.00,21 August 2010,S
22 July 2010,08 June 2010,Property Damage,Nahr-e-Saraj,Helmand,Compound destroyed for TRIDENT 2,,"2,750.00",24 July 2010,S
22 July 2010,26 June 2010,Property Damage,Nahr-e-Saraj,Helmand,Land used to construct TRIDENT 2,,"2,060.00",07 August 2010,S
22 July 2010,15 June 2010,Property Damage,Nahr-e-Saraj,Helmand,Land used to construct TRIDENT 2,,930.00,26 October 2010,S
22 July 2010,27 June 2010,Property Damage,Nahr-e-Saraj,Helmand,Land used to construct TRIDENT 2,,900.00,14 August 2010,S
22 July 2010,28 June 2010,Property Damage,Nahr-e-Saraj,Helmand,Compound destroyed for TRIENT 2,,"1,010.00",14 August 2010,S
22 July 2010,10 July 2010,Property Damage,Nahr-e-Saraj,Helmand,Land used to construct TRIDENT 2,,"1,010.00",07 August 2010,S
22 July 2010,29 May 2010,Property Damage,Nahr-e-Saraj,Helmand,Damages whilst compound occupied for 4 days,,"1,710.00",24 July 2010,S
22 July 2010,13 July 2009,Fatality,Nahr-e-Saraj,Helmand,Son killed in fighting. Recorded at Role 3 as 'Enemy Forces'. ,,,12 December 2010,D
22 July 2010,1 Week ago,Crop Damage,Nahr-e-Saraj,Helmand,Corn cut down for PB security,,"1,000.00",31 July 2010,S
22 July 2010,1.5 Months ago,Crop Damage,Nahr-e-Saraj,Helmand,Corn banned around PB,,"5,000.00",07 August 2010,S
24 July 2010,18 June 2010,Fatality,Nahr-e-Saraj,Helmand,Brother shot in field,,"8,800.00",,I
24 July 2010,14 - 16 Days ago,Fatality,Nahr-e-Saraj,Helmand,Son shot,,"1,150.00",07 August 2010,S
24 July 2010,24 July 2010,Property Damage,Lashkar Gah,Helmand,Mobile phone missing.,,120.00,31 July 2010,S
24 July 2010,Not Given,Property Damage,Nahr-e-Saraj,Helmand,Compound burnt,,700.00,28 August 2010,S
24 July 2010,August 2009,Property Damage,Nahr-e-Saraj,Helmand,Land used to construct  Route TRIDENT,,250.00,25 September 2010,S
24 July 2010,11 June 2010,Property Damage,Nahr-e-Saraj,Helmand,Flour mill destroyed.,,"1,020.00",28 August 2010,S
25 July 2010,21 June 2010,Property Damage,Nahr-e-Saraj,Helmand,Compound fire,,878.00,14 August 2010,S
25 July 2010,17 May 2010,RTA,Nahr-e-Saraj,Helmand,Taxi damaged,,"1,100.00",14 August 2010,S
26 July 2010,2 Months ago,Crop Damage,Nad-e-Ali,Helmand,5 Jerabs of wheat burnt.,,750.00,07 August 2010,S
26 July 2010,12 Months ago,Fatality,Marjah,Helmand,7 Family members killed,,,26 August 2010,D
26 July 2010,July 2010,Crop Damage,Nahr-e-Saraj,Helmand,Not allowed to grow tall crops,,"2,500.00",31 July 2010,S
26 July 2010,July 2010,Crop Damage,Nahr-e-Saraj,Helmand,Agricultural land taken for TRIDENT 2,,"1,500.00",31 July 2010,S
26 July 2010,3 Months ago,Property Damage,Nad-e-Ali,Helmand,Petrol station destroyed,,800.00,14 August 2010,S
26 July 2010,1 month ago,Property Damage,Nahr-e-Saraj,Helmand,80 Pomegranate trees destroyed,,,05 August 2010,D
27 July 2010,15 Days Ago,Property Damage,Nad-e-Ali,Helmand,30 Trees & Wall destroyed for arcs,,"7,400.00",21 August 2010,S
27 July 2010,27 February 2010,Fatality,Nad-e-Ali,Helmand,Two sons killed & one wounded,,,07 October 2010,D
27 July 2010,10 days ago,Property Damage,Nad-e-Ali,Helmand,HESCO fill taken from his land,,750.00,14 August 2010,S
28 July 2010,1 month ago,Property Damage,Nad-e-Ali,Helmand,Parked car damaged,,,06 August 2010,D
28 July 2010,2 Months ago,Property Damage,Nahr-e-Saraj,Helmand,Compound severely damaged,,,05 August 2010,D
28 July 2010,1 Year Ago,Property Damage,Nad-e-Ali,Helmand,Compound destroyed,,,31 July 2010,D
28 July 2010,1 month ago,Property Damage,Nad-e-Ali,Helmand,3 Rooms destroyed,,600.00,14 August 2010,S
28 July 2010,2 Months ago,Crop Damage,Nad-e-Ali,Helmand,Crop fire,,"1,250.00",28 September 2010,S
29 July 2010,4 Years ago,Property Damage,Now Zad,Helmand,Compounds destroyed,,,05 August 2010,D
29 July 2010,July 2010,Crop Damage,Nahr-e-Saraj,Helmand,Not allowed to grow tall crops,,"2,000.00",31 July 2010,S
29 July 2010,July 2010,Crop Damage,Nahr-e-Saraj,Helmand,Not allowed to grow tall crops,,"1,500.00",31 July 2010,S
29 July 2010,July 2010,Crop Damage,Nahr-e-Saraj,Helmand,Not allowed to grow tall crops,,"3,200.00",31 July 2010,S
29 July 2010,July 2010,Crop Damage,Nahr-e-Saraj,Helmand,Not allowed to grow tall crops,,"2,000.00",31 July 2010,S
29 July 2010,July 2010,Crop Damage,Nahr-e-Saraj,Helmand,Not allowed to grow tall crops,,"3,000.00",31 July 2010,S
29 July 2010,July 2010,Crop Damage,Nahr-e-Saraj,Helmand,Not allowed to grow tall crops,,"3,000.00",31 July 2010,S
29 July 2010,July 2010,Crop Damage,Nahr-e-Saraj,Helmand,Not allowed to grow tall crops,,"1,600.00",31 July 2010,S
29 July 2010,25 days ago,Property Damage,Nahr-e-Saraj,Helmand,5 Sheep killed,,,05 August 2010,D
29 July 2010,20 July 2010,Property Damage,Nahr-e-Saraj,Helmand,Land used to construct TRIDENT 2,,"7,799.00",28 August 2010,S
29 July 2010,20 July 2010,Property Damage,Nahr-e-Saraj,Helmand,Land used to construct TRIDENT 2,,"3,600.00",04 September 2010,S
31 July 2010,July 2010,Crop Damage,Nahr-e-Saraj,Helmand,Not allowed to grow tall crops,,"1,000.00",07 August 2010,S
31 July 2010,July 2010,Crop Damage,Nahr-e-Saraj,Helmand,Not allowed to grow tall crops,,"1,500.00",07 August 2010,S
31 July 2010,July 2010,Crop Damage,Nahr-e-Saraj,Helmand,Not allowed to grow tall crops,,"3,000.00",07 August 2010,S
31 July 2010,July 2010,Crop Damage,Nahr-e-Saraj,Helmand,Not allowed to grow tall crops,,"3,000.00",07 August 2010,S
31 July 2010,3 Months ago,Property Damage,Nad-e-Ali,Helmand,Compound & Vehicles destroyed,,,31 July 2010,D
